Module,GO_term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes
Ast16,anterograde trans-synaptic signaling (GO:0098916),21/244,1.3396010413961877e-05,0.0068239277048721,3.1583304587788894,CHRNB2;CHRM1;DOC2A;CHRNA4;KCNIP2;CPNE6;CPLX1;SYN1;CAMKK1;GRIN1;CACNB3;HRH3;DLG4;KCNQ2;KCNN1;UNC119;PRKACA;HCRT;SNCB;GABRD;SCN2B
Ast16,modulation of chemical synaptic transmission (GO:0050804),13/109,2.073155696102788e-05,0.0088005459299563,4.508674568965517,CHRNB2;CLSTN3;MAPK8IP2;CPLX1;SYN1;SLC8A2;BAIAP3;STX1B;GRM2;RIMS3;DLG4;NPTXR;HCRT
Ast16,signal release from synapse (GO:0099643),8/43,3.30441465666269e-05,0.0120135429286978,7.569035409035409,BRSK1;HRH3;SNPH;DVL1;CPLX1;PPFIA3;SYN1;STX1A
Ast16,neurotransmitter secretion (GO:0007269),8/44,3.934847444174567e-05,0.0120135429286978,7.358404558404558,BRSK1;HRH3;SNPH;DVL1;CPLX1;PPFIA3;SYN1;STX1A
Ast16,regulation of neurotransmitter secretion (GO:0046928),7/33,4.24506817268474e-05,0.0120135429286978,8.904371226043581,STX1B;RIMS4;RIMS3;HCRT;CPLX1;SYN1;BAIAP3
Ast16,regulation of cation channel activity (GO:2001257),11/89,6.382385506637381e-05,0.0149496890358951,4.683650541897965,PRRT1;CACNB3;JPH3;KCNS1;DLG4;HPCA;PTK2B;PRKACA;MAPK8IP2;SHISA7;GRIN1
Ast16,peptidyl-serine phosphorylation (GO:0018105),15/156,6.456481326849111e-05,0.0149496890358951,3.545976588382537,BRSK1;MAP2K2;PNCK;MAST3;MAST1;PKD1;MAPK12;RPS6KA4;GRK2;CAMKV;DGKQ;RPS6KB2;ULK1;PRKACA;CAMK1G
Ast16,axonogenesis (GO:0007409),19/240,0.00010536331140003822,0.0214366959192661,2.8736500228609265,EPHB6;SEMA6B;SEMA6C;BRSK1;SPTBN5;BRSK2;SEMA7A;UNC5A;MAP1S;LRTM2;SPTB;RAP1GAP;GPC1;ULK1;APBB1;SCN1B;LLGL1;PDLIM7;SPTBN2
Ast16,regulation of axonogenesis (GO:0050770),8/51,0.00011783028773840818,0.0214366959192661,6.158298548996223,RTN4R;BRSK1;BRSK2;GDI1;ARHGDIA;CHN1;PLXNA1;PLXNA3
Ast16,cellular protein modification process (GO:0006464),52/1025,0.00011553982107277283,0.0214366959192661,1.82101205753116,PRKCSH;GMFG;MPI;MAST1;DCAF8;NAGPA;DDA1;RPS6KA4;STK11;PPP2R1A;PSMD2;FASTK;PSMD3;CDK20;PRKACA;JAK3;DUSP4;PARP3;FBXW5;FBXW9;MATK;LMTK3;SIRT6;DUSP8;FBXO10;NRBP1;VGF;PICK1;ULK1;BRSK1;BRSK2;GPS1;FBXO44;PORCN;GRK2;IRAK1;PAK6;PTK2B;PRRT1;UBL4A;FEM1A;MCRS1;LIMK1;ABCA7;FBXL15;RAB11B;BCKDK;STK25;CDK10;PTPN5;BAP1;CDK16
Ast16,proteasomal protein catabolic process (GO:0010498),17/205,0.00013747004584793965,0.0233424137849801,3.0171671838061465,BRSK2;FBXW5;ZFAND2B;AGAP3;ARRB2;PRPF19;FBXO44;BAG6;RNF126;SHARPIN;UBXN11;PSMD2;PSMD3;TRIM3;KCTD17;UBXN6;RNF187
Ast16,striated muscle contraction (GO:0006941),8/54,0.00017810094253263684,0.0266837118018015,5.7557785209959125,GRK2;CCDC78;GAA;TNNT2;STAC2;SCN4B;SCN1B;SCN2B
Ast16,phosphorylation (GO:0016310),26/400,0.00016853591331920744,0.0266837118018015,2.333597412028785,BRSK1;BRSK2;GMFG;MAST1;RPS6KA4;STK11;GRK2;IRAK1;FASTK;CDK20;PAK6;PTK2B;PRKACA;JAK3;PRRT1;LIMK1;LMTK3;MATK;NRBP1;BCKDK;STK25;DGKQ;CDK10;PICK1;ULK1;CDK16
Ast16,inorganic cation transmembrane transport (GO:0098662),20/274,0.00021008620014274036,0.0272898011781225,2.6319550370339835,KCNJ4;KCNH3;KCNF1;SLC6A17;SLC30A3;KCNC3;KCNAB2;KCNAB3;PKD1;SLC8A2;SLC6A7;KCNS1;SCNN1D;KCNQ2;KCNN1;ASIC3;SCN4B;SCN1B;HCN2;SCN2B
Ast16,regulation of amyloid precursor protein biosynthetic process (GO:0042984),4/11,0.0002138174081282378,0.0272898011781225,18.82124666504972,NECAB2;ABCA2;NECAB3;ABCA7
Ast16,cardiac muscle cell action potential (GO:0086001),6/30,0.00021428976190123703,0.0272898011781225,8.25511073253833,KCNIP2;SLC4A3;SCN4B;SCN1B;HCN2;SCN2B
Ast16,regulation of neurotransmitter receptor activity (GO:0099601),8/58,0.0002957689583258423,0.0358725493740914,5.294222222222222,PRRT1;LYNX1;DLG4;PTK2B;MAPK8IP2;NPTXR;SHISA7;GRIN1
Ast16,sodium ion transport (GO:0006814),10/90,0.0003308741482394301,0.0383062025257194,4.143867924528302,SLC5A6;SLC6A7;SLC6A17;SCNN1D;SCN4B;ASIC3;SCN1B;HCN2;SLC8A2;SCN2B
Ast16,axon guidance (GO:0007411),16/203,0.00037991914944967295,0.040445917194328,2.8500727532229213,EPHB6;SEMA6B;SEMA6C;SPTBN5;SEMA7A;UNC5A;LRTM2;SPTB;RAP1GAP;GPC1;CHN1;PLXNA1;SCN1B;PDLIM7;SPTBN2;PLXNA3
Ast16,regulation of cellular protein localization (GO:1903827),7/46,0.0003811158275083912,0.040445917194328,5.932265686531898,ABCA2;GPC1;DVL1;TRIM46;ATP13A2;KCNAB2;RAB11B
Ast16,cardiac muscle contraction (GO:0060048),6/34,0.0004389370522067877,0.043284696160927,7.074348990021903,GRK2;GAA;TNNT2;SCN4B;SCN1B;SCN2B
Ast16,regulation of short-term neuronal synaptic plasticity (GO:0048172),4/13,0.00044185398515276966,0.043284696160927,14.637238256932656,SYNGR1;SHISA7;PPFIA3;SLC8A2
Ast16,peptidyl-serine modification (GO:0018209),14/169,0.0005275307960190333,0.0497637384244621,3.003264805838765,BRSK1;PNCK;MAST3;MAST1;PKD1;MAPK12;RPS6KA4;GRK2;CAMKV;DGKQ;RPS6KB2;ULK1;PRKACA;CAMK1G
Ast17,positive regulation of multicellular organismal process (GO:0051240),16/345,6.622736442311764e-06,0.0129143360625079,4.089316964696904,WWTR1;TGFB2;SMAD3;BMPR2;SMURF2;GPR3;ADRA1B;FGF2;LOXL2;GHR;HSF1;CTNNB1;GAS6;MAP3K13;BMPR1A;B4GALT5
Ast17,axonogenesis (GO:0007409),12/240,4.647417792542163e-05,0.0204055418975982,4.372900335946248,LAMA5;KLF7;NRP2;PALLD;KIF5B;SEMA4B;ANOS1;IRS2;GAB2;EFNA4;GLI2;B4GALT5
Ast17,axon guidance (GO:0007411),11/203,4.666561317588056e-05,0.0204055418975982,4.748653778248587,LAMA5;KLF7;NRP2;PALLD;KIF5B;SEMA4B;ANOS1;IRS2;GAB2;EFNA4;GLI2
Ast17,negative regulation of cellular response to growth factor stimulus (GO:0090288),7/80,5.9384192710571085e-05,0.0204055418975982,7.863013698630137,SMAD1;BMPR2;SMURF2;NEDD4;CRIM1;FGF2;BMPR1A
Ast17,regulation of transforming growth factor beta2 production (GO:0032909),3/7,6.278628276184091e-05,0.0204055418975982,60.70389344262295,TGFB2;SMAD3;BMPR1A
Ast17,pharyngeal arch artery morphogenesis (GO:0061626),3/7,6.278628276184091e-05,0.0204055418975982,60.70389344262295,TGFB2;BMPR2;BMPR1A
Ast17,cellular response to cytokine stimulus (GO:0071345),17/482,0.0001104579156155262,0.0307704193500394,3.065881252921926,ITGB1;STAT5B;LAMA5;SMAD3;IL10RB;ERBIN;AQP4;GAB2;IL1RAP;IRAK4;PTPN12;FGF2;GHR;RIPK1;GAS6;TP53;IL6R
Ast17,cellular response to growth factor stimulus (GO:0071363),9/158,0.00015698966097603157,0.0350154653275497,4.9753538999492415,STAT5B;SMAD3;BMPR2;NTRK3;CTNNB1;PTPN12;BMPR1A;APPL1;LIMS1
Ast17,positive regulation of epithelial to mesenchymal transition (GO:0010718),5/42,0.00016160983997330652,0.0350154653275497,11.009604645968285,WWTR1;TGFB2;SMAD3;CTNNB1;LOXL2
Ast17,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),5/45,0.00022522598225743515,0.0408139802421623,10.182334710743802,TGFB2;SMAD3;NFATC3;FGF2;TP53
Ast17,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),8/133,0.00025116295533638387,0.0408139802421623,5.256033472803347,ITGB1;SMAD1;TGFB2;SMAD3;BMPR2;SMURF2;BMPR1A;APPL1
Ast17,outflow tract septum morphogenesis (GO:0003148),4/25,0.0002341575461185301,0.0408139802421623,15.46698020772095,NRP2;TGFB2;BMPR2;BMPR1A
Ast17,cytokine-mediated signaling pathway (GO:0019221),19/621,0.0002749741458104742,0.0412461218715711,2.6510243632336654,ITGB1;STAT5B;LAMA5;TRAF3IP2;IL10RB;MSN;TNFRSF11B;IRS2;GAB2;IL1RAP;IRAK4;FGF2;GHR;HNRNPF;RIPK1;TP53;IL6R;LIMS1;APPL1
Ast17,regulation of epithelial to mesenchymal transition (GO:0010717),6/76,0.00035459161027413805,0.0493895457167549,7.000474214582098,WWTR1;PHLDB1;TGFB2;SMAD3;CTNNB1;LOXL2
Ast18,axon development (GO:0061564),8/79,6.65939315968256e-06,0.0128259912255486,9.124442126007072,GAP43;SLITRK1;MAP1B;AMIGO1;MAP1A;L1CAM;NEFH;ZPR1
Ast18,aspartate metabolic process (GO:0006531),3/6,3.798641767974156e-05,0.0198887658648959,79.62096774193549,GOT1;GOT2;ASS1
Ast18,oligodendrocyte development (GO:0014003),4/16,3.91449794979463e-05,0.0198887658648959,26.63562753036437,PRDM8;NSUN5;TPPP;B4GALT6
Ast18,regulation of axonogenesis (GO:0050770),6/51,4.1305848109856526e-05,0.0198887658648959,10.72326530612245,LINGO1;MAG;PAK1;SLITRK1;AMIGO1;THY1
Ast18,aspartate family amino acid metabolic process (GO:0009066),4/19,8.09312942296207e-05,0.0311747345372498,21.305263157894736,FOLH1;GOT1;GOT2;ASS1
Ast18,positive regulation of transferase activity (GO:0051347),9/148,0.00010779646955920148,0.0346026667285036,5.246744752957964,CD74;PINK1;HSP90AB1;LMO4;DKC1;SERINC1;RPS2;ZNF622;MAPK3
Ast19,"regulation of transcription, DNA-templated (GO:0006355)",531/2244,1.157245135823666e-13,6.026932667369652e-10,1.4981807972273555,RB1;ATF2;ZNF175;GPATCH3;ENO1;RBPJ;BACH1;RRP8;ELK4;ZXDB;GPBP1;CREB3L2;BBX;SUPT20H;ZNF17;DDX17;MEF2A;ZNF287;ZNF18;RBFOX2;ZNF284;ZNF283;ZNF281;RFX3;ZNF12;SOX12;HCFC2;MED4;MED6;HCFC1;WDR77;DKK3;MED7;RFX7;RFX4;RFX5;ZSCAN23;ATF7;ATF6;CLOCK;ZNF396;ZNF275;URI1;ZNF395;HOXD1;MYNN;ZNF22;BAZ2B;AKAP17A;ZNF24;ZNF25;HIF1A;ZBTB7B;ZNF148;ZBTB7A;ZNF268;ZNF267;CDK17;CREBBP;ZNF384;ZNF142;ZNF140;NR2F1;PBX3;ZNF32;NR1D2;NR1D1;ZNF35;PHC3;COL1A1;TADA2B;TNFSF4;HNRNPD;HBP1;ZNF257;CDK14;ZNF134;FANK1;ZNF254;SETD5;ZNF253;ZNF493;ZNF492;ZNF250;SPIN3;BHLHE41;TFCP2L1;HIF3A;GLI1;PHF6;ING1;MED17;MED12;ZNF280D;ING5;MED14;NIPBL;MED13;HEY1;NKRF;ZNF280B;ZNF280C;SPIN1;ELOA;ZNF248;CIC;BRD3;TCF12;PAX6;BAZ1A;SIRT1;POU5F2;PHF20L1;GCFC2;ZEB1;PAX7;MED21;MTF2;RARA;ZNF117;PLCB1;ZNF599;ZNF595;ZNF471;ZNF518A;SPTY2D1;EGFR;BCLAF1;PLAGL1;STAT6;ZNF227;ZNF226;ZNF467;BRD7;MEF2D;SRSF10;RUNX1T1;ZNF100;ZNF583;ZNF582;BRF2;CDKN2A;PCGF5;MBD1;ELP2;WWP1;ELP3;GTF2H1;AGT;ZNF33A;RYBP;NFIA;ZNF74;ZNF219;RLIM;ZNF217;ZNF334;ZNF211;ZNF692;ZNF571;CCNT2;NAB1;GMNN;ZBTB26;ZBTB21;UBP1;ZBTB20;RORA;YEATS4;YY1;EFEMP1;HMGN5;SALL1;YY2;DACH1;ZFP30;SCMH1;ZNF208;MAEL;CIR1;SLC39A8;ZNF326;ZNF568;KMT5A;ZNF446;MAP3K5;ZNF684;MEN1;KCNH2;PIAS3;ZNF682;ZNF561;MAP2K1;ZNF681;ZNF680;ZBTB37;F2R;DYRK1A;DYRK1B;ZBTB34;MITF;ILF2;PIAS2;PIAS1;SAP30;LBHD1;MAF;DMTF1;KAT6A;ZNF438;ZNF317;ZNF558;PHIP;ZNF678;ZNF677;ZNF676;ZNF555;ZNF432;KMT2E;ZNF672;KHDRBS1;ENY2;CREM;GLIS3;CREBL2;FOXO3;FOXO1;NPAS3;GLIS2;TTC21B;NACC2;ZKSCAN8;NACC1;DVL2;ZNF548;DVL3;ZNF304;ZNF787;NDP;ZNF783;ZNF662;TRAPPC2;ESRRA;ZBTB17;BRPF1;NEK4;ZBTB14;ZBTB10;FOXN2;NFKB1;HOPX;LHX2;SP4;CNOT2;SP3;BCL3;TADA3;ZNF658;TADA1;MDM4;ZNF776;ZNF655;MNAT1;ZNF654;OGT;ZNF652;MAP3K12;ZNF772;NFE2L2;ZNF771;ZNF770;RNF10;CALCOCO1;RNF14;SUMO4;ZNF768;HMG20A;ERC1;CEP290;YAF2;ZNF521;ZNF883;EMX2;CHUK;ACTR5;ATRX;VEZF1;ACTR8;REXO4;PPM1A;ZNF639;TRAF6;ZNF516;LCOR;LCORL;ZNF510;NFAT5;SMARCD1;HDAC2;PLAG1;SRF;CEBPG;PBXIP1;MLLT3;MLLT6;ZNF629;BAHD1;ZNF506;ATXN1L;TP53INP1;ZNF626;ZNF746;ZNF625;ZNF624;E2F3;E2F5;E2F7;SMARCE1;PRRX1;CNBP;CDC5L;TBX6;KLF3;ZNF737;ZNF736;ZNF615;KLF9;PDCD4;POLR3F;ZNF614;POLR3G;ZNF853;ZNF852;TRIM33;CCNK;IKZF2;IKZF5;TIAL1;RPS6KA3;RPS6KA5;SOX1;ZNF728;ZNF727;ZNF726;DPF2;EPC1;KAT8;EPC2;KAT7;BTRC;SOX5;ZFP1;ZFP2;EBF1;THAP1;NIF3L1;ZNF718;ZNF717;TFAM;ZFPM2;L3MBTL3;DHX9;MAGED1;TSHZ1;CTR9;ARX;ZBTB1;NLK;MED12L;SEC14L2;ZNF706;DHX36;ZNF703;HIVEP1;HIVEP2;SNX5;XRCC5;SS18L1;SMARCA5;SMARCA2;POLA1;ZBTB6;FUBP3;CREBRF;RBAK;RCOR3;SUV39H2;CSRNP2;NKAP;HNF4G;RSF1;PTPRK;MEOX2;AATF;PPP3CB;SCML1;CHMP1A;GABPA;HTATIP2;NCOA1;NCOA2;ATMIN;TFE3;RHOG;RGMB;ZHX1;ZFX;MLF1;SUPT3H;SLTM;WAC;ZNF780B;MAPRE3;ZNF780A;YAP1;ZNF8;RELA;MNT;HSF2;METTL4;FAM47E;GPBP1L1;HSF5;ZNF585B;HDX;ZNF585A;PURG;MAP3K2;NFYA;NFYB;GRHL1;PER2;NR6A1;CAMK4;HDGF;MPHOSPH8;ZNF354C;ZFP28;KDM1A;PRDM5;ARID4A;ARID4B;NR3C1;CARF;EP300;FBXW11;ZNF99;POU3F1;POU3F2;POU3F3;ZNF92;PSPC1;TBL1XR1;UBE2V1;HOMEZ;TAF5L;SMAD2;SMAD4;UBE2I;CBX5;NONO;HMGA2;NFXL1;SUPT5H;SMAD5;DAP;GCLC;MRGBP;BHLHE40;RFXAP;PHF14;BRWD1;BRWD3;MXD4;PHF19;PICALM;KDM5A;CREBZF;THRA;HP1BP3;CHD7;NR2E1;YBX1;CHD2;DBP;SIX4;SFR1;SIX5;TRPS1;MYBL1;TGIF1;TSFM;USP47;RBM15;KLF13;EED;ETV1;ARID1B;KLF15;TGFBR1;ELF1;SFPQ;CREB1;CRY1;ZMYND11;CAMK2D;HLF;ATF6B;ZNF195;DBX2;TGFBRAP1;WIZ;RNF6;NR2C2;ERBB4;SAP30L;MXI1;ZNF189;ATF7IP;KDM4C;ZNF181;ZNF180;DEK;USF2;ACVR2B;MEIS2;REST;NUP35;TAF7;NAA16;SSBP2
Ast19,cellular protein modification process (GO:0006464),269/1025,4.979949518218186e-12,1.2967788545440156e-08,1.686432316423242,PGAP1;TP53RK;KEAP1;ZDHHC6;PPP2R2A;DCAF5;DCAF6;PPP4R1;TBK1;RPS6KA5;PPP4R2;PPP2R1B;AKT3;FBXO4;PSMD1;BTRC;SEPHS1;SKP2;PRKACB;FBXO7;FBXO9;ATG3;PRKCI;WSB1;COG7;CSNK2A1;ALG5;COG3;ATG10;P3H1;PRKAB1;PSME3;PSME4;SIK3;SPARCL1;PRKD1;SIK2;TRIB2;MTMR2;MTMR3;RPN2;SDC2;DCUN1D3;PIK3R4;DCUN1D1;NLK;HIF1A;STK38L;ATG5;CDK17;B3GALNT1;NUS1;YES1;EIF2AK3;BRAF;EIF2AK4;PPP5C;WNK1;WNK3;FBXL3;FBXL5;CDK13;FBXL4;CDK14;FBXL7;PIGS;PIGT;PTPRM;CHM;PTPRK;HIF3A;PPP3CB;SERP1;UBXN7;QSOX1;JAK2;RAB8A;JAK1;PARP1;FN3KRP;SIRT5;SIRT7;DUSP9;SIRT1;DUSP6;SUMF1;DDB1;B3GNT9;PSMA1;PSMA2;PIGK;RARA;FAM20B;B3GNT2;VWA1;SGK3;PIGH;RNASEL;FSTL1;PSMB7;PPP2CB;PGGT1B;MGAT1;AGA;MAP4K5;PAK2;MAP4K3;MAP3K1;CSNK1A1;RYK;KLHL2;KLHL9;PSMC6;KLHL5;TAOK1;STK17B;CAMK4;PSMC2;TAOK2;PKN2;FRK;NEK11;ERO1A;CSF1;UBE2D3;PLOD2;FBXO21;NRBP2;PPP1CC;PTAR1;CDH2;FNTB;NEK1;MACROD2;MAP3K5;MEN1;TPTE2;RAB2A;CDKL3;CSNK1G3;MAP2K1;FBXW11;DYRK1A;FBXO15;UBE2E2;ADAM10;DYRK1B;FBXO11;PDIA6;KCTD6;KLHL42;SCG3;TNIK;CDKL1;CUL7;PSMD11;PSMD14;CUL5;PSMD13;TNKS;CUL3;CUL2;KLHL13;STK4;MTM1;GRK3;BTBD1;STK36;OARD1;MAN2A1;GRK7;GRK6;MAP3K20;SOCS6;SOCS5;MARK1;UBE2I;NEK4;WFS1;RHBDD1;NEK7;TMEM132A;FBXO30;CDK8;COPS3;TBCK;FER;COPS5;CDK4;STT3A;UBA3;CPE;MELTF;STT3B;BMPR1B;RAB5A;MAP3K12;GSK3B;DYRK3;DYRK2;LRRK2;NGLY1;PTEN;LAMC1;DUSP16;DUSP11;DUSP12;DUSP10;PPP2R5E;TLK2;WDR5;TLK1;PRKG1;PPP1R12A;CHUK;PDPK1;DDOST;TGFBR1;DNAJC3;PPM1A;PPM1B;RCN1;CREB1;LATS2;PEAK1;BMP2K;BIRC6;PIK3C3;RAB1A;PRKAA1;CAMK2D;PRKAA2;PPM1L;ROCK1;PPM1M;ROCK2;DCAF16;DCAF17;MAPK8;ACVR1C;CAND1;PTPRZ1;TNKS2;MAPK1;CSK;RBBP7;DCAF11;MAPK6;DCAF13;PTPN1;ATE1;USP25;LAMB2;HS3ST5;CDC42BPA;PTPN13;ACVR2B;ACVR2A;MAPK10;ASB8;MGAT4A;ASB7;ASB4;P4HB;ASB3;METAP1;ASB1;CUL4B;METAP2
Ast19,"positive regulation of transcription, DNA-templated (GO:0045893)",292/1183,8.625176641976417e-10,1.4973306650471065e-06,1.550663503755188,ATF2;CCNK;ZNF175;MAML2;GPATCH3;RBPJ;GABPB1;DCAF6;ELK4;RPS6KA3;TBK1;RPS6KA5;SOX1;CREB3L2;DPF2;EPC1;KAT8;KAT7;BTRC;MEF2A;DDX17;ZNF281;RFX3;WDR75;SOX12;MED4;MED6;HCFC1;NIF3L1;RFX4;RFX5;TFAM;PRKD1;ZFPM2;ATF6;CLOCK;ASF1A;ZNF395;DHX9;PIK3R1;ZNF24;HIF1A;SEC14L2;MYO6;DHX36;HIVEP1;FADD;ZNF268;SNX5;ZBED3;CREBBP;FZD5;SS18L1;EIF2AK3;NR2F1;SMARCA5;NR1D2;NR1D1;SMARCA2;COL1A1;MLLT10;FUBP3;HNRNPD;CREBRF;FANK1;CD40;CSRNP2;HNF4G;RSF1;EFCAB7;AATF;GLI1;MEOX2;ING1;MED17;MED12;ING5;MED14;PPP3CB;MED13;HEY1;NKRF;MED10;SPIN1;GABPA;HTATIP2;NCOA1;SS18;NCOA2;ATMIN;PARP1;TCF12;TFE3;TET2;RHOG;PAX6;SIRT7;RGMB;SIRT1;SUPT3H;MED21;MTF2;RARA;WAC;RARB;MAPRE3;PLCB1;RHOQ;TLR3;PRKN;YAP1;RNASEL;TMF1;EGFR;RELA;BCLAF1;SCAF8;SERTAD2;PLAGL1;HSF2;STAT6;BRD7;MEF2D;MAP3K2;ZNF462;IL33;WWOX;CDKN2B;NFYA;PCGF5;NFYB;GTF2H1;GRHL1;AGT;RYBP;NFIA;CAMK4;TCEA1;F2RL1;ZNF451;CCNT2;KDM1A;CD81;ICE2;UBP1;RORA;YEATS4;NR3C1;YY1;YY2;HMGN5;SALL1;EP300;MAP3K5;HMGN1;MEN1;KCNH2;SLC30A9;MAP2K1;FBXW11;HGF;F2R;DYRK1A;DYRK1B;MITF;POU3F1;POU3F2;ILF2;POU3F3;LBHD1;TBL1XR1;KAT6A;PHIP;UBE2V1;KMT2E;ENY2;TNKS;KMT2C;GLIS3;CREBL2;FOXO3;FOXO1;GLIS2;NPAS3;DVL2;DVL3;ZNF304;NDP;MAP2K5;BCL9L;ESRRA;SMAD2;ZBTB17;SMAD4;BRPF1;NEK4;HMGA2;GLMP;SUPT5H;SMAD5;NFKB1;BCL9;CDK8;COPS5;LHX2;SP3;BCL3;TADA3;RFXAP;BMPR1B;OGT;NFE2L2;PICALM;MAP3K12;KDM5A;RNF10;CALCOCO1;DDX3X;THRB;THRA;RNF14;YBX1;MYSM1;DBP;SFR1;SIX4;ZNF407;CEP290;YAF2;MYBL1;NCK1;ACTR3;UTP15;RBM14;PPP1R12A;CHUK;ATRX;CKAP2;ABHD14B;VEZF1;ETV1;ARID1B;KLF15;TGFBR1;SENP1;PPM1A;ELF1;SFPQ;CREB1;ZNF639;TRAF6;ZNF516;ITGA6;NFAT5;SMARCD1;HDAC2;NUFIP1;HLF;ATF6B;PLAG1;SRF;CEBPG;MOSPD1;RNF6;MLLT3;NR2C2;MLLT6;ATAD2B;ZNF507;ERBB4;TP53INP1;NRIP1;ZNF746;E2F3;E2F5;E2F7;ATF7IP;SPAG8;CNBP;CDC5L;USF2;MEIS2;ACVR2A;REST;TAF7;NAA16;CEBPZ;PAXBP1;SSBP2;PFKM;LPIN2;CCDC62
Ast19,regulation of cellular macromolecule biosynthetic process (GO:2000112),136/468,1.3388128294736512e-09,1.7431343039746938e-06,1.9169273780203688,RB1;ATF2;NAB1;GMNN;RORA;SMC3;NR3C1;BACH1;EFEMP1;HMGN5;RPS6KA5;SOX1;ZNF727;GPBP1;EP300;SLC39A8;KAT7;ZNF682;ZNF284;ZNF680;ZNF281;RFX3;MITF;SOX12;HCFC2;HCFC1;SAP30;THAP1;ZNF718;ZNF92;DMTF1;PSPC1;RABL3;ATF7;ZNF678;UBE2V1;ZNF676;CLOCK;ANKRD17;ZNF395;MAGED1;CTR9;CREM;ZNF22;CREBL2;AKAP17A;FOXO3;NLK;HIF1A;TAF5L;ORC5;ORC3;ZNF703;DVL2;ZNF268;ESRRA;TRAPPC2;CREBBP;NONO;PCIF1;HMGA2;NFXL1;NR1D2;ZNF35;FOXN2;SMARCA2;PUM3;CCDC88A;SP3;BHLHE40;HNRNPD;RBAK;ZNF257;PHF19;ZNF253;ZNF492;RNF14;SPIN3;CHD7;HP1BP3;YBX1;ZNF280D;ZNF280B;ZNF280C;SPIN1;HMG20A;ERC1;YAF2;MYBL1;NCOA2;ACTR5;ATRX;ACTR8;REXO4;MLF1;SUPT3H;TGFBR1;GCFC2;SFPQ;MTF2;ZNF516;ZNF117;ZNF195;PLAG1;DDX25;TGFBRAP1;RNF6;SPTY2D1;NR2C2;RELA;MLLT6;ZNF506;SAP30L;ATXN1L;ZNF626;RBBP6;GPBP1L1;SRSF10;EIF4E;ZNF100;NFYA;NFYB;CNBP;ACVR2B;ZNF33A;REST;RYBP;NFIA;ZNF737;ZNF219;ZNF74;ZNF736;ZNF217;NUP35;SSBP2;METAP1
Ast19,organelle organization (GO:0006996),124/420,2.502585158649333e-09,2.606692701249145e-06,1.957908792594391,ROPN1B;USP6NL;UBXN2B;PITPNB;FNBP1L;GABPB1;LONP2;MTERF1;KIFAP3;RAB2A;PRKCI;AGTPBP1;COG7;STX7;COG3;COG2;GOLPH3L;LIG4;HCFC1;RAB32;ARMC2;TMEM135;ZFYVE16;ZW10;YME1L1;TFAM;PHIP;WDPCP;PRKD1;TNIK;FAM161B;BLZF1;PPID;CUL7;SAR1A;SAR1B;PEX11A;PEX11B;ARL1;TOR1AIP2;STRIP1;ARHGAP21;RHOT1;BAG5;ATXN7;DYM;NDP;PDZD8;SEC31B;CEP78;SEC31A;MARK1;ESRRA;HACE1;TOR1A;EIF2AK3;TRAPPC8;DIAPH1;REEP5;TMEM11;TMCC1;BRWD1;BRWD3;DYRK3;ALAS1;ABCD3;MAST4;LRRK2;TFB1M;TTC29;SYNE3;SEC61A1;OPA1;ZMYM4;CHMP1A;ZMYM6;TMED3;ATP7A;DNM1L;GABPA;TMED4;TMED9;CLUH;PDCD6IP;PARP1;VPS13C;SIRT5;PRPF40A;PEX2;PEX7;GORASP2;PEX3;MTFR1;RHOU;CHMP6;CHMP7;PRKN;RAB1A;STX17;VPS4B;AFG1L;MIEF2;FITM2;FGD4;LMAN1;EPS15;LNPK;CLASP1;ARFGEF1;YTHDF2;PTCD2;CSNK1A1;MTX2;HUWE1;PEX10;LYSMD3;TTC17;VMP1;FMNL3;GOLPH3;PIKFYVE;TRIP11;SLC25A36;RAB3GAP1
Ast19,"mRNA splicing, via spliceosome (GO:0000398)",89/274,3.111292618479916e-09,2.700601992840567e-06,2.241180939976121,ISY1;DBR1;GEMIN2;HNRNPR;WDR83;YBX1;CWC27;USP39;ELAVL1;COIL;SYNCRIP;PTBP1;METTL14;SART3;PCF11;RSRC1;MAGOH;RAVER2;CWC22;DHX15;PAPOLA;RBM5;DDX17;SRRM2;RBM17;AQR;RBM14;RBM15;NCBP1;SCAF11;PRPF40A;PLRG1;CRNKL1;GTF2F2;SRRM1;WDR77;WDR33;GCFC2;SFPQ;PSPC1;CLNS1A;GEMIN6;SNRPA1;GEMIN8;SNRNP200;SNRPA;RBM22;ZCCHC8;SF3B2;DHX9;CSTF3;DDX1;PRCC;SRSF1;WBP4;CWF19L2;U2AF1;FIP1L1;POLR2B;DHX35;TRA2A;CSTF1;DHX38;SYMPK;SF3B1;SRSF10;SMNDC1;SRSF11;HNRNPA0;ZRSR2;CPSF7;PRPF38A;NONO;CPSF2;CDC5L;MAGOHB;LSM5;CHERP;SMU1;LSM8;SNRNP40;LSM6;NOVA1;HNRNPA2B1;HNRNPD;RBM41;HNRNPC;CDK13;PPIL3
