Module,GO_term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes
Ast19,double-strand break repair (GO:0006302),46/164,0.0008394443777353973,0.0412436445211882,1.8013505530447478,DCLRE1A;DCLRE1C;PAXIP1;PSMD14;ATP23;DDX1;SMC5;BRCC3;RAD54B;YY1;RAD51AP1;RECQL4;BABAM2;HPF1;MAPK8;WRN;SFR1;RNF138;SMARCAD1;NBN;GEN1;XRCC4;PARP1;KDM4D;XRCC5;RMI1;ACTR5;EYA3;NSMCE2;SMARCA5;RPA1;HUS1;LIG4;RPA2;ACTR8;APTX;SEM1;RAD51B;POLA1;MMS22L;PPP5C;SFPQ;RAD50;TDP2;ERCC4;APLF
Ast19,RNA polyadenylation (GO:0043631),12/26,0.0008353113171468329,0.0412436445211882,3.947957178942304,SCAF8;FIP1L1;PCF11;CSTF3;CPSF2;PAPOLA;SYMPK;TUT1;PAPOLB;MTPAP;CDC73;WDR33
Ast19,mRNA polyadenylation (GO:0006378),12/26,0.0008353113171468329,0.0412436445211882,3.947957178942304,SCAF8;FIP1L1;PCF11;CSTF3;CPSF2;PAPOLA;SYMPK;TUT1;PAPOLB;MTPAP;CDC73;WDR33
Ast19,DNA geometric change (GO:0032392),12/26,0.0008353113171468329,0.0412436445211882,3.947957178942304,RECQL4;SUPV3L1;WRN;RAD50;DHX9;DDX1;DHX36;HNRNPA2B1;POT1;MTERF1;ASCC3;NBN
Ast19,negative regulation of excitatory postsynaptic potential (GO:0090394),5/6,0.000929845691564688,0.0432378246577579,23.00280112044818,TMEM25;MTMR2;NLGN4X;LRRK2;PTEN
Ast19,acetyl-CoA biosynthetic process from pyruvate (GO:0006086),5/6,0.000929845691564688,0.0432378246577579,23.00280112044818,PDHX;PDHA1;DLAT;PDHB;DLD
Ast19,protein N-linked glycosylation (GO:0006487),23/67,0.0009240632475758028,0.0432378246577579,2.4106969185094185,ALG9;ALG6;RPN2;TUSC3;ALG5;ALG2;ALG13;MAGT1;DDOST;UBE2J1;DPM1;LMAN1;FUT8;MGAT4A;OSTC;PGM3;MGAT3;STT3A;SLC39A8;MGAT1;STT3B;UGGT2;MPDU1
Ast19,mRNA 3'-end processing (GO:0031124),26/79,0.0009148848340823147,0.0432378246577579,2.263045130969659,CSTF3;SRSF1;U2AF1;CDC73;SCAF8;FIP1L1;PCF11;MAGOH;PAPOLA;CSTF1;DHX38;SYMPK;PAPOLB;RPRD1A;MTPAP;SRSF11;CPSF7;CPSF6;NCBP1;CPSF2;THOC2;MAGOHB;SRRM1;WDR33;SARNP;TUT1
Ast19,peptidyl-diphthamide metabolic process (GO:0017182),5/6,0.000929845691564688,0.0432378246577579,23.00280112044818,DPH2;DPH3;DPH5;DPH6;DPH7
Ast19,peptidyl-diphthamide biosynthetic process from peptidyl-histidine (GO:0017183),5/6,0.000929845691564688,0.0432378246577579,23.00280112044818,DPH2;DPH3;DPH5;DPH6;DPH7
Ast19,Golgi to plasma membrane transport (GO:0006893),18/48,0.0010158344074234,0.04640759292861,2.7655327523193702,BBS2;SYS1;EXOC8;ARL3;EXOC6B;GOLPH3L;RAB10;GOLGA4;GOLPH3;EXOC4;EXOC6;GOPC;STXBP6;EXOC5;VAMP4;BLZF1;EXOC2;EXOC1
Ast19,histone H4 acetylation (GO:0043967),18/48,0.0010158344074234,0.04640759292861,2.7655327523193702,ATF2;NAA60;JADE1;MSL2;YEATS4;HCFC1;ING5;ING3;KANSL1;KANSL2;HAT1;TADA3;WDR5;EP300;EPC1;KAT8;KAT7;OGT
Ast19,fatty-acyl-CoA biosynthetic process (GO:0046949),13/30,0.0010639743598106,0.0479264872054233,3.5225418634607126,HACD1;ELOVL2;SCD5;ACSL6;ACSL4;ELOVL6;HSD17B12;ACSL3;HACD2;ACLY;SCD;PPT1;CBR4
Ast19,regulation of protein ubiquitination (GO:0031396),33/109,0.0010766288434202,0.0479264872054233,2.004208891794704,PRKN;PAXIP1;CUL3;LRRK2;PHF23;PINX1;FAM107A;DCUN1D1;DERL1;UBE2D1;XIAP;UBE3A;PTTG1IP;BAG5;BAG2;FBXO4;RPS3;UBQLN1;SASH1;IVNS1ABP;WFS1;PRMT3;HUWE1;SIRT7;SENP2;TGFBR1;PER2;TRAF6;CRY1;SPOPL;OGT;BIRC2;BIRC3
Ast19,"retrograde transport, endosome to Golgi (GO:0042147)",28/88,0.0010766895167116,0.0479264872054233,2.153087115872568,TMEM87A;TMEM87B;STX16;GOSR2;ARL1;RHOBTB3;VPS26A;VPS26B;CLN5;LMAN1;SNX2;VPS50;STX6;VTI1A;VPS54;ERC1;TBC1D17;SNX5;SPAG9;TMED9;RIC1;BET1L;RGP1;PIKFYVE;TBC1D5;RAB9A;TBC1D23;VAMP3
Ast19,ncRNA transcription (GO:0098781),8/14,0.0011109500188908,0.0490324381218938,6.137370339220634,GTF3C1;USPL1;NIFK;SNAPC2;SNAPC3;GTF3A;SPIN1;SIRT7
Ast20,chemical synaptic transmission (GO:0007268),48/306,7.207291607313991e-18,1.909211546777476e-14,5.242101636520241,GABRB3;CHRM2;GRIA1;GABRB2;CHRM3;NLGN1;KCNA1;GRIK3;CACNA1B;CACNA1A;GRIK1;GRIK2;HTR4;CACNA1E;CDH8;GRIN2A;GLRA2;GRM5;GRM4;GRM7;HRH2;KCNMB4;DLGAP1;ASIC2;ERC2;DLGAP2;NTSR1;GRIA3;UNC13C;GABBR2;GRID2;UNC13A;PTPRN2;HOMER1;GABRA6;HTR1E;GAD2;SYN3;GABRG3;GRIN2B;SYN2;HCRTR2;RIT2;CACNB4;RIMBP2;AMPH;APBA3;CBLN2
Ast20,modulation of chemical synaptic transmission (GO:0050804),26/109,1.1116506496771907e-14,1.4723812854974394e-11,8.626367737809199,NLGN1;MCTP1;CLSTN2;CACNA1B;GRIK3;CACNA1A;GRIK1;GRIK2;RIMS2;GRM5;GRM4;RELN;GRM7;GRM8;KCNMB4;DLGAP1;DLGAP3;DLGAP2;GRID2;UNC13A;HOMER1;SYN3;SLC8A3;MCTP2;DGKI;CNTNAP4
Ast20,anterograde trans-synaptic signaling (GO:0098916),38/244,2.6618826177359043e-14,2.3504423514608036e-11,5.135695556657926,GABRB3;CHRM2;GRIA1;GABRB2;CHRM3;NLGN1;KCNA1;CACNA1B;CACNA1A;GRIK1;GRIK2;HTR4;CACNA1E;GRIN2A;GLRA2;GRM5;GRM4;GRM7;HRH2;KCNMB4;DLGAP1;ASIC2;NTSR1;GRIA3;UNC13C;GABBR2;HOMER1;GABRA6;HTR1E;GAD2;GABRG3;GRIN2B;SYN2;HCRTR2;RIT2;CACNB4;AMPH;APBA3
Ast20,regulation of cation channel activity (GO:2001257),23/89,6.01183656735828e-14,3.981338766733021e-11,9.56391774891775,GRIA1;NLGN1;HOMER1;KCNAB1;ANK3;OPRM1;SHISA9;JPH1;GRIN2B;GRIN2A;CACNB4;RELN;FGF14;NETO1;LRRC7;NOS1;CACNG2;FGF13;CACNG3;FGF12;CACNG4;GRIA3;SHANK1
Ast20,cation transport (GO:0006812),30/174,9.772545396714593e-13,5.17749455117939e-10,5.751863876863877,SLC47A1;KCNA1;KCNA4;LRP2;SLC7A1;SLC8A1;TRPM2;SCN9A;KCNMB2;PIEZO2;KCNMB4;SCN7A;TRPM8;SCN3A;KCNH1;SCN1A;SLC36A1;KCNJ6;TRPC6;KCNB2;KCNAB1;SLC8A3;SLC6A6;SLC7A8;SCN8A;KCNS3;FGF13;SCN2A;SGK1;CNGB1
Ast20,axonogenesis (GO:0007409),35/240,2.016526434667614e-12,8.902964209057515e-10,4.732841747022121,ROBO2;SEMA5A;SPTBN4;SEMA5B;SHC3;EPHA10;SH3KBP1;PLPPR4;PTPRO;NRXN3;SEMA3E;RELN;KIF5C;SLITRK3;GRB10;SLIT1;TNR;SLITRK5;SLIT3;EMB;SLIT2;PAK3;EPHA5;EPHA7;DSCAM;DCC;ANK3;UNC5D;GFRA2;SHTN1;DAB1;DOK6;CNTN4;DSCAML1;EPHA3
Ast20,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),29/170,3.086281725185147e-12,1.1679371842879222e-09,5.671142722831974,PTPRT;ROBO2;TENM1;NLGN1;TENM3;CDH9;PVR;CDH8;CDH7;CDH6;TRO;SLITRK3;EMB;GPC6;KIRREL3;GRID2;DSCAM;UNC5D;PTPRD;LRFN5;IL1RAPL1;CDH12;PECAM1;CDH13;ADGRL1;CNTN4;DSCAML1;CDH18;CDH19
Ast20,inorganic cation transmembrane transport (GO:0098662),37/274,4.9882627567648494e-12,1.6517385053337607e-09,4.33307500215276,SLC24A2;KCNC2;KCNA1;KCNA4;CACNA1A;CACNA1D;SLC8A1;SLC9A1;TRPM2;SCN9A;SCN7A;TRPM8;ASIC2;SCN3A;SCN1A;KCNH1;SLC36A1;TRPC5;KCNH5;TRPC6;KCNK10;TRPC3;KCNH7;TRPC4;SLC6A15;KCNB2;KCNH8;KCNAB1;SLC8A3;P2RX7;SLC6A6;KCNS3;SCN8A;KCNQ5;SCN2A;KCNK2;HCN1
Ast20,axon guidance (GO:0007411),31/203,1.1057545847036128e-11,3.2546043276442996e-09,4.975929224358112,ROBO2;SEMA5A;SPTBN4;SEMA5B;SHC3;EPHA10;SH3KBP1;PTPRO;NRXN3;SEMA3E;RELN;KIF5C;GRB10;SLIT1;TNR;SLIT3;EMB;PLXNC1;SLIT2;PLXNA4;EPHA5;EPHA7;DSCAM;DCC;UNC5D;GFRA2;DAB1;DOK6;CNTN4;DSCAML1;EPHA3
Ast20,regulation of neurotransmitter receptor activity (GO:0099601),17/58,1.2604616055052223e-11,3.338962792983334e-09,11.297312236578456,GRIA1;NLGN1;OPRM1;SHISA9;GRIN2B;GRIN2A;RELN;NETO1;LRRC7;DLGAP1;DLGAP3;CACNG2;DLGAP2;CACNG3;CACNG4;GRIA3;SHANK1
Ast20,membrane depolarization (GO:0051899),13/32,2.979956359493671e-11,7.176276723907941e-09,18.55848776871757,CACNA1B;CACNA1A;CACNA1E;P2RX7;CACNB4;SCN8A;SCN9A;SCN7A;CACNG2;SCN2A;SCN3A;CACNG4;SCN1A
Ast20,"regulation of synaptic transmission, glutamatergic (GO:0051966)",15/46,3.6748571819225486e-11,8.112247229094026e-09,13.153362493165664,NLGN1;UNC13A;TSHZ3;HOMER1;GRIK3;GRIK1;GRM5;GRM4;RELN;GRM7;GRM8;CACNG2;CACNG3;CACNG4;DGKI
Ast20,glutamate receptor signaling pathway (GO:0007215),13/37,2.585594014134681e-10,5.268645033417516e-08,14.688321596244132,GRID2;HOMER1;GRIK3;GRIK1;GRIK2;GRIN2B;GRIN2A;GRM5;GRM4;GRIN3A;GRM7;GRM8;GRIA3
Ast20,regulation of synapse assembly (GO:0051963),14/47,6.490748274440421e-10,1.228142298499477e-07,11.514980553062358,ROBO2;NLGN1;GRID2;CLSTN2;LHFPL4;PTPRD;LRFN5;CUX2;IL1RAPL2;SLITRK3;IL1RAPL1;SLIT1;SYNDIG1;GPC6
Ast20,neuron projection morphogenesis (GO:0048812),23/140,1.181830296845187e-09,2.0871123042286006e-07,5.380708180708181,SPTBN4;CNTNAP2;NLGN1;DCC;PLPPR4;ANK3;LRP2;NYAP2;DCLK1;MYO16;DOCK10;SHTN1;EPB41L3;FLRT1;SLITRK3;SLITRK5;CNTN4;SRGAP2;SGK1;PAK3;DSCAML1;ZNF365;SHANK1
Ast20,neuronal action potential (GO:0019228),10/22,1.5629067023355347e-09,2.58758740905427e-07,22.51636278634876,KCNA1;SCN8A;KCNMB2;SCN9A;KCNMB4;SCN7A;ANK3;SCN2A;SCN3A;SCN1A
Ast20,nervous system development (GO:0007399),44/447,1.9077059648589342e-09,2.972654765241952e-07,3.034881978679784,CHRM2;SEMA5A;ROBO2;CHRM3;TENM1;SH3GL3;NLGN1;NRSN1;MYT1L;GRIK1;LDB2;RPS6KA6;SNTG2;RELN;MOBP;DPF1;ST8SIA4;ASIC2;SH3GL2;CHST8;KIRREL3;RBFOX1;TRPC5;SRRM4;RBFOX3;DSCAM;NRG1;GFRA2;DCLK1;NELL1;NFASC;IL1RAPL2;NINJ2;SCN8A;ALDH1A2;DCX;CNTN4;RAPGEF5;SCN2A;FGF13;DSCAML1;MET;FGF12;SHANK2
Ast20,calcium ion transport (GO:0006816),20/115,5.168576247444133e-09,7.606421377488615e-07,5.744403683461855,SLC24A2;RYR2;TRPC5;TRPC6;TRPC3;TRPC4;CACNA1B;ITPR1;PSEN2;CACNA1A;CACNA1D;CACNA1E;SLC8A1;P2RX7;SLC8A3;TRPM2;GRIN3A;ORAI2;TRPM8;CACNG3
Ast20,metal ion transport (GO:0030001),17/88,1.4193951397465266e-08,1.978935644836078e-06,6.513625663328412,RYR2;TRPC5;TRPC3;TRPC4;CACNA1B;ITPR1;PSEN2;CACNA1A;CACNA1D;LRP2;CACNA1E;SLC8A1;SLC8A3;TRPM2;GRIN3A;NIPAL2;CACNG3
Ast20,positive regulation of synaptic transmission (GO:0050806),15/73,4.2131707767307035e-08,5.580344693779816e-06,7.020382817066043,SLC24A2;NLGN1;CLSTN2;TSHZ3;GRIK2;ADCY1;GRIN2B;RIMS2;SLC8A3;GRIN2A;RELN;CACNG2;CACNG3;SHANK2;CACNG4
Ast20,potassium ion transport (GO:0006813),19/122,7.921560334143207e-08,9.992482535783503e-06,5.024078773168579,SLC24A2;KCNJ6;KCNH5;KCNK10;KCNH7;KCNC2;KCNH8;KCNA1;KCNB2;KCNA4;KCNAB1;SLC9A1;KCNS3;KCNMB2;KCNMB4;KCNQ5;KCNK2;KCNH1;HCN1
Ast20,synapse organization (GO:0050808),19/126,1.3418973829316508e-07,1.615766439720883e-05,4.835253823279524,KIRREL3;UNC13C;NLGN1;UNC13A;DSCAM;RAB39B;SEMA3E;ANK3;PTPRD;SLC8A3;LRFN5;PPFIBP1;GRM5;CACNB4;SLITRK3;PAK3;GPC6;SHANK2;CBLN2
Ast20,neuron projection development (GO:0031175),22/171,2.517770322461461e-07,2.8998146018262656e-05,4.0289136324904975,CNTNAP2;NLGN1;RASGRF1;BICDL1;LAMB1;FRY;NYAP2;DCLK1;MYO16;DOCK10;GPRIN3;SHTN1;GRM7;EPB41L3;CNTN4;STX3;SRGAP2;SGK1;PAK3;SH3GL2;ZNF365;SHANK1
Ast20,sodium ion transport (GO:0006814),15/90,7.502609406655223e-07,8.281005132595702e-05,5.424293785310734,SLC24A2;SLC6A15;SLC8A1;SLC8A3;SLC6A6;SCN8A;SCN9A;SCN7A;SGK1;ASIC2;FGF13;SCN2A;SCN3A;SCN1A;HCN1
Ast20,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),12/60,1.2930644197271949e-06,0.0001317433710714361,6.761251758087201,CHRM2;CHRM3;GRM4;GRM7;HTR1E;GRM8;NPY1R;OPRM1;ADCY1;HTR4;ADCY7;ADCY5
Ast20,homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),12/60,1.2930644197271949e-06,0.0001317433710714361,6.761251758087201,PTPRT;ROBO2;TRO;KIRREL3;TENM3;DSCAM;PECAM1;CDH13;EMB;CNTN4;PVR;DSCAML1
Ast20,"synaptic transmission, glutamatergic (GO:0035249)",7/18,1.7601650260948347e-06,0.00017269174644908211,17.123158963941087,UNC13C;GRID2;UNC13A;GRIK3;GRIK1;GRIK2;CDH8
Ast20,membrane depolarization during action potential (GO:0086010),8/26,2.458048699081514e-06,0.00023254896442381892,11.97140637140637,SCN8A;SCN9A;SCN7A;CACNA1D;SCN2A;SCN3A;SLC8A1;SCN1A
Ast20,calcium ion transmembrane transport (GO:0070588),14/87,2.696712329307021e-06,0.00023811969867781,5.1945823753308735,SLC24A2;TRPC5;TRPC6;TRPC3;TRPC4;CACNA1A;CACNA1D;GRIN2B;SLC8A1;P2RX7;SLC8A3;TRPM2;GRIN2A;TRPM8
Ast20,sodium ion transmembrane transport (GO:0035725),14/87,2.696712329307021e-06,0.00023811969867781,5.1945823753308735,SLC24A2;SLC6A15;SLC8A1;SLC9A1;SLC8A3;SLC6A6;SCN8A;SCN9A;SCN7A;ASIC2;SCN2A;SCN3A;SCN1A;HCN1
Ast20,potassium ion transmembrane transport (GO:0071805),18/139,2.7889427789250545e-06,0.00023831965875395063,4.042060840513452,SLC24A2;KCNJ6;KCNH5;KCNK10;KCNH7;KCNC2;KCNH8;KCNA1;KCNB2;KCNA4;KCNAB1;SLC9A1;KCNT2;KCNS3;KCNQ5;KCNK2;KCNH1;HCN1
Ast20,action potential (GO:0001508),10/45,3.629169977837576e-06,0.00030042722722786687,7.710679222600681,KCNA1;SCN8A;KCNMB2;SCN9A;KCNMB4;SCN7A;ANK3;SCN2A;SCN3A;SCN1A
Ast20,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339),9/36,3.928536260740113e-06,0.0003153543198394109,8.986928104575163,CDH6;NLGN1;CDH12;CDH13;CDH9;CDH8;CDH18;CDH7;CDH19
Ast20,axon development (GO:0061564),13/79,4.7272789043427936e-06,0.0003662982190836004,5.329556124626548,SEMA5A;SPTBN4;DCC;PLPPR4;ANK3;SHTN1;GRM7;RTN4RL1;SLITRK3;SLITRK5;CNTN4;PAK3;DSCAML1
Ast20,positive regulation of cell projection organization (GO:0031346),16/117,4.839727318960368e-06,0.0003662982190836004,4.296721609926197,ROBO2;TENM3;PLPPR5;ZNF804A;PTPRD;GRIP1;TIAM1;CUX2;RELN;RIT2;LRRC7;IL1RAPL1;PLXNC1;SLIT2;EPHA3;PLXNA4
Ast20,adherens junction organization (GO:0034332),10/49,8.204289811299487e-06,0.0005766304108642179,6.918401841262991,CDH6;CDH12;CDH13;CDH9;PVR;CDH8;CDH18;CDH7;CDH19;JAM3
Ast20,positive regulation of the force of heart contraction (GO:0098735),4/5,8.2265724139744e-06,0.0005766304108642179,107.23783031988872,RYR2;NOS1;SLC8A1;SLC9A1
Ast20,G protein-coupled glutamate receptor signaling pathway (GO:0007216),6/15,8.271783923307013e-06,0.0005766304108642179,17.91538819153882,GRM5;GRM4;HOMER1;GRM7;GRM8;GRIK3
Ast20,regulation of NMDA receptor activity (GO:2000310),8/32,1.3654760278903274e-05,0.0009274733327901224,8.975757575757576,GRIA1;NLGN1;GRIN2A;RELN;LRRC7;OPRM1;GRIN2B;GRIA3
Ast20,neuron development (GO:0048666),17/143,1.66058874948896e-05,0.001099724899349,3.659865551508611,EPHA5;CNTNAP2;TENM1;SRRM4;NLGN1;ATP8A2;TENM3;MYT1L;RASGRF1;BICDL1;LAMB1;FRY;GPRIN3;DCX;CNTN4;STX3;SH3GL2
Ast20,regulation of AMPA receptor activity (GO:2000311),7/25,2.1309377928839267e-05,0.001376793710573,10.460350713842336,NLGN1;RELN;CACNG2;SHISA9;CACNG3;CACNG4;SHANK1
Ast20,cell-cell junction assembly (GO:0007043),11/66,2.2379617094393804e-05,0.0014115144210249,5.399438202247191,CDH6;GJC1;EPB41L3;CDH12;PKP4;CDH9;CDH8;CDH18;CDH7;CDH19;JAM3
Ast20,"positive regulation of synaptic transmission, glutamatergic (GO:0051968)",6/18,2.7954938680627063e-05,0.0015755879269144,13.43444909344491,NLGN1;RELN;TSHZ3;CACNG2;CACNG3;CACNG4
Ast20,regulation of trans-synaptic signaling (GO:0099177),8/35,2.775875444942125e-05,0.0015755879269144,7.977207977207978,NLGN1;GRID2;RELN;CACNA1B;GRIK3;CACNA1A;GRIK1;GRIK2
Ast20,regulation of presynapse assembly (GO:1905606),6/18,2.7954938680627063e-05,0.0015755879269144,13.43444909344491,PTPRD;LRFN5;IL1RAPL2;IL1RAPL1;SLITRK3;GPC6
Ast20,regulation of presynapse organization (GO:0099174),6/18,2.7954938680627063e-05,0.0015755879269144,13.43444909344491,PTPRD;LRFN5;IL1RAPL2;IL1RAPL1;SLITRK3;GPC6
Ast20,positive regulation of nervous system development (GO:0051962),9/45,2.763997992989325e-05,0.0015755879269144,6.7370448179271705,PTPRD;NLGN1;GRID2;CUX2;CLSTN2;IL1RAPL1;SYNDIG1;LRP2;OPRM1
Ast20,positive regulation of cell junction assembly (GO:1901890),10/57,3.3218996485157735e-05,0.0018332733685246,5.738414252036645,PTPRD;CNTNAP2;GRID2;NLGN1;CUX2;CLSTN2;IL1RAPL1;SYNDIG1;TEK;TBX5
Ast20,central nervous system development (GO:0007417),24/268,4.4049577702237737e-05,0.0023813741088413,2.678252304228524,ROBO2;CHST8;SH3GL3;CNTNAP2;EPHA7;CA10;GRIK1;SYNJ2;GRIN2B;DCLK1;SHROOM4;AFF2;SLC8A3;RPS6KA6;GRIN2A;SNTG2;RELN;IL1RAPL2;DCX;CNTN4;ASIC2;DSCAML1;ADGRL2;SH3GL2
Ast20,positive regulation of synapse assembly (GO:0051965),7/28,4.775113491900904e-05,0.002529855128009,8.964618249534452,PTPRD;NLGN1;GRID2;CUX2;CLSTN2;IL1RAPL1;SYNDIG1
Ast20,positive regulation of neurogenesis (GO:0050769),11/72,5.173516663558989e-05,0.0026432585682319,4.86682630318659,ROBO2;PTPRD;TIAM1;CUX2;IL1RAPL1;PLXNC1;OPRM1;LRP2;SLIT2;DISC1;PLXNA4
Ast20,regulation of small GTPase mediated signal transduction (GO:0051056),16/141,5.188729541263195e-05,0.0026432585682319,3.46740594059406,RASGRF2;MCF2;RASGRF1;ARHGAP18;ARHGAP25;ARHGAP6;ARHGAP44;ARHGAP22;TIAM1;ARHGAP10;ARHGAP20;RELN;MCF2L;ARHGEF2;SLIT2;SRGAP2
Ast20,xenobiotic transport (GO:0042908),6/20,5.48626330998001e-05,0.0027420965109692,11.514046622833234,ABCC3;ABCB1;SLC47A1;ABCC5;ABCA8;ABCG2
Ast20,calcium ion transport into cytosol (GO:0060402),6/21,7.44682709901877e-05,0.0035866627246001,10.745885634588564,RYR2;TRPM2;GRIN2A;GRIN2B;JPH1;SLC8A1
Ast20,long-term synaptic potentiation (GO:0060291),6/21,7.44682709901877e-05,0.0035866627246001,10.745885634588564,SLC24A2;SLC8A3;GRIN2A;TSHZ3;GRIN2B;SHANK2
Ast20,regulation of sodium ion transmembrane transporter activity (GO:2000649),8/40,7.732117772231037e-05,0.0036346415237504,6.729020979020979,FGF14;NETO1;HECW2;HECW1;ANK3;FGF13;FGF12;PTPN3
Ast20,cell junction assembly (GO:0034329),13/102,7.820859450878714e-05,0.0036346415237504,3.9475233423009968,KIRREL3;NLGN1;DSCAM;CDH9;CDH8;CDH7;CDH6;GJC1;CDH12;PKP4;CDH18;SHANK2;CDH19
Ast20,neuropeptide signaling pathway (GO:0007218),10/63,8.089086576910106e-05,0.0036944810934887,5.087194686284368,OPRD1;GLRA2;NXPH2;SORCS1;OPRM1;SORCS3;SSTR2;MCHR2;NTSR1;HCRTR2
Ast20,extracellular matrix organization (GO:0030198),25/300,9.9267827050557e-05,0.0044569571840156,2.4748632456368846,COL14A1;COL12A1;TNC;PLOD1;COL19A1;ADAMTSL1;SH3PXD2A;ADAMTS19;CYP1B1;TNR;ADAMTS6;JAM3;COL26A1;COL24A1;ITGA2;LAMB1;DCN;ADAM19;GREM1;MMP16;SMOC1;ITGA8;PECAM1;COL8A1;TLL1
Ast20,peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity (GO:1990264),4/8,0.00010554120757800495,0.0046596443145689,26.80528511821975,PTPRT;PTPRB;PTPRQ;PTPRO
Ast20,calcium ion transmembrane import into cytosol (GO:0097553),8/42,0.00011134026183834544,0.004757102477577,6.332538050185109,SLC24A2;SLC8A3;RYR2;TRPM2;GRIN2A;ITPR1;GRIN2B;SLC8A1
Ast20,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157),8/42,0.00011134026183834544,0.004757102477577,6.332538050185109,PTPRD;TENM1;NLGN1;GRID2;TENM3;IL1RAPL1;ADGRL1;PVR
Ast20,response to ethanol (GO:0045471),5/15,0.00013516019686834622,0.0056831644683214,13.417130919220057,GLRA2;GRIN2A;GRIN3A;ADCY7;GRIN2B
Ast20,cell-cell junction organization (GO:0045216),11/82,0.0001728613933311396,0.0071548411083466,4.179181832568444,CDH6;GJC1;CDH12;CDH13;PKP4;CDH9;PVR;CDH8;CDH18;CDH7;CDH19
Ast20,neurotransmitter receptor transport to postsynaptic membrane (GO:0098969),4/9,0.0001845366000860476,0.0075205762096606,21.443115438108485,ARHGAP44;GRIP1;STX3;GRIP2
Ast20,vascular transport (GO:0010232),11/84,0.00021481117839465048,0.0086217395692034,4.064260427889796,ABCC3;SLC6A6;ABCB1;SLC7A8;SLCO3A1;ABCC5;SLC2A13;SLC16A7;LRP2;SLC7A1;ABCG2
Ast20,transport across blood-brain barrier (GO:0150104),11/86,0.000265066492558054,0.0104800169968102,3.955468164794008,ABCC3;SLC6A6;ABCB1;SLC7A8;SLCO3A1;ABCC5;SLC2A13;SLC16A7;LRP2;SLC7A1;ABCG2
Ast20,calcium-mediated signaling (GO:0019722),12/102,0.0003129578665182329,0.0121915498295117,3.5981247069854665,P2RX7;CHRM3;TRPM2;RYR2;GRM5;MCTP1;RCAN2;ADGRL1;KSR2;MCTP2;SLC8A1;SLC9A1
Ast20,modulation of excitatory postsynaptic potential (GO:0098815),6/27,0.0003375677360238719,0.0125946046862991,7.673241681609882,RIMS2;SLC8A3;NLGN1;CUX2;RELN;SHANK1
Ast20,extracellular structure organization (GO:0043062),19/216,0.00033482271731222495,0.0125946046862991,2.6139247808029533,COL24A1;COL14A1;ITGA2;TNC;LAMB1;COL19A1;DCN;ADAMTSL1;ADAM19;SH3PXD2A;MMP16;ADAMTS19;SMOC1;ITGA8;PECAM1;COL8A1;TNR;ADAMTS6;JAM3
Ast20,regulation of neuron projection development (GO:0010975),16/165,0.00032916591936874213,0.0125946046862991,2.905252366080328,TENM3;DCC;PTPRO;PLPPR5;ZNF804A;ARHGAP44;RELN;RIT2;LRRC7;RTN4RL1;IL1RAPL1;CSMD3;DISC1;PAK3;EPHA3;ZNF365
Ast20,positive regulation of excitatory postsynaptic potential (GO:2000463),5/18,0.0003523519179141691,0.0128768266082136,10.319262909792158,RIMS2;NLGN1;CUX2;RELN;SHANK1
Ast20,external encapsulating structure organization (GO:0045229),19/217,0.0003548540363909386,0.0128768266082136,2.600586834251607,COL24A1;COL14A1;ITGA2;TNC;LAMB1;COL19A1;DCN;ADAMTSL1;ADAM19;SH3PXD2A;MMP16;ADAMTS19;SMOC1;ITGA8;PECAM1;COL8A1;TNR;ADAMTS6;JAM3
Ast20,regulation of insulin secretion (GO:0050796),12/104,0.00037503259730235246,0.0134251533818098,3.519537699504678,EPHA5;DPP4;KCNC2;KCNS3;ITPR1;CACNA1A;CACNA1D;MYRIP;CACNA1E;AACS;RAPGEF4;ADCY5
Ast20,amino acid transport (GO:0006865),8/50,0.0003926863573816591,0.0138169076007853,5.124209124209124,SLC36A1;SLC6A6;SLC7A7;SLC7A8;SLC6A15;SLC38A11;SLC16A10;SLC7A1
Ast20,cell morphogenesis involved in neuron differentiation (GO:0048667),10/76,0.0003964080700867074,0.0138169076007853,4.082408942156488,SHTN1;SPTBN4;DCC;PLPPR4;SLITRK3;SLITRK5;ANK3;CNTN4;PAK3;DSCAML1
Ast20,calcium ion import (GO:0070509),6/28,0.0004166090496046199,0.0143324334078264,7.324077596044123,TRPC4;CACNA1B;CACNA1A;CACNA1D;CACNA1E;SLC8A1
Ast20,dephosphorylation (GO:0016311),15/153,0.0004449113122424637,0.0147505796874311,2.93831368214198,PTPRT;PTPRR;PTPRN2;PLPPR1;PLPPR4;PTPRO;PLPPR5;PPM1H;PPM1E;SGPP2;MTMR7;PTPRD;PTPRE;PTPRB;PTPN3
Ast20,regulation of voltage-gated sodium channel activity (GO:1905150),3/5,0.0004454686202319701,0.0147505796874311,40.15625,FGF14;FGF13;FGF12
